Rank,Node,PageRank
1251,TheBTCAdviser,1.4370246421285413E-5
1252,join_hyve,1.4360960352548464E-5
1253,BitcoinByte,1.4360769460028495E-5
1254,CryptoSavy1,1.4356580236733199E-5
1255,web3games,1.4354565169209069E-5
1256,BenOnBlockchain,1.4353132722847342E-5
1257,AstaWeb3,1.430008860021571E-5
1258,hysleeper4,1.4281308430937826E-5
1259,El_Crypto_Chapo,1.4280309667431822E-5
1260,CryptoVerse_Co,1.4276172210979935E-5
1261,_TheBlockchain,1.4273985670789685E-5
1262,jungleincxrp,1.426448250963089E-5
1263,btc_dada,1.4263978500715003E-5
1264,ALEXLabBTC,1.4248311126820843E-5
1265,BTCPerception,1.4247725885330952E-5
1266,Web3NoRe,1.4247343266775259E-5
1267,SilviaMogas,1.4246561281368528E-5
1268,CryptoPete11,1.4242321104408208E-5
1269,ThePink_P4nth3r,1.4235859547753156E-5
1270,yumakora_eth,1.4227757063728554E-5
1271,BitcoinChina_,1.421747288306287E-5
1272,Crypto_Jargon,1.4211540044906857E-5
1273,TheturkNFT,1.4198899284667114E-5
1274,MalaysiaWeek,1.4187127686167766E-5
1275,BitcoinReise,1.4180459187521345E-5
1276,OffTheChainJobs,1.4163174773652029E-5
1277,LizBitcoin,1.4156456140203657E-5
1278,0xScottlai,1.4156022333055193E-5
1279,josietyleung,1.4154697125479976E-5
1280,web3afrika,1.4152782869522053E-5
1281,goatfather_web3,1.4135779722195568E-5
1282,Innovion1,1.412848818697034E-5
1283,Unocoin,1.4125900707370997E-5
1284,HKBAclub,1.4124701605104339E-5
1285,De_FiSecurity,1.4114395881403237E-5
1286,CardanoCasino,1.4093390583638947E-5
1287,OttoBlockchain,1.4091239350487144E-5
1288,AnujChaudhary25,1.4087517167872423E-5
1289,dm3protocol,1.4076446093647946E-5
1290,unlockbc,1.4074424804838246E-5
1291,lungdefi,1.4061353125404478E-5
1292,BlockchainNG,1.4058227000018954E-5
1293,iamphilq,1.4057606298589479E-5
1294,omega_alpha_nft,1.4046782824013834E-5
1295,ClipFinance,1.4041886953335923E-5
1296,akkey_nftlife,1.4031715243600547E-5
1297,BlockchainatCU,1.4025486253141691E-5
1298,Rocky_Bitcoin,1.4024255032300984E-5
1299,MBerger47,1.4022139556962361E-5
1300,realjackwhalen,1.3999553287775556E-5
1301,case4bitcoin,1.3996926432932035E-5
1302,blockchainatvt,1.3996402578931889E-5
1303,LOUDMOUTH_ETH,1.399489348146862E-5
1304,NFTs2Me,1.3989848894108412E-5
1305,Blockchain2Web3,1.3989444648161487E-5
1306,smilesbitcoin,1.3987961678703127E-5
1307,BTC_on_ETH,1.3980054628188974E-5
1308,ChemistDeFi,1.3975487015013506E-5
1309,PomeloGrants,1.3966023159469632E-5
1310,itsFoxCrypto,1.396298933162004E-5
1311,BlockChainWeb_,1.3956035450515754E-5
1312,Hammazaki16,1.395538979862285E-5
1313,DeFiWraith,1.3948452325861526E-5
1314,Web3Auditing,1.3947855660956227E-5
1315,loopfans,1.3942105920377612E-5
1316,LeaksBlockchain,1.3936497467665074E-5
1317,BTC_Schmitcoin,1.3932323164000019E-5
1318,BTCPriceUpdate,1.3924799944989887E-5
1319,mizi,1.3920370971418578E-5
1320,Bybit_Web3,1.3920298678366503E-5
1321,oasys_games,1.3916917806237539E-5
1322,BlockchainBank,1.3909657721784781E-5
1323,bc_heroes,1.3905803312165593E-5
1324,BlockchainSTX,1.3898489830924785E-5
1325,ConFluxDeFi,1.388499088261892E-5
1326,HtownGibby,1.3864636138811986E-5
1327,Bitcoin_Silver_,1.3849022887044701E-5
1328,metarrior,1.3826763809705545E-5
1329,BitcoinKampala,1.382547236724624E-5
1330,konyk001,1.3822322070040321E-5
1331,BadlandsNFT,1.3811371903718867E-5
1332,defimmy,1.381023301329699E-5
1333,AgoraBlockchain,1.38095851740025E-5
1334,BethelPlatform,1.3808542963533464E-5
1335,FBCEglobal,1.3803297672311726E-5
1336,Aiden_DeFi,1.3800777625509136E-5
1337,Cardano,1.3799242280052521E-5
1338,bitcoin_thread,1.3793767007478274E-5
1339,BTC_is_Freedomm,1.3784702280863788E-5
1340,boggedfinance,1.3777349376391301E-5
1341,TrueCrypto28,1.3772745085255073E-5
1342,myco_io,1.3758633428790412E-5
1343,DiarioBitcoin,1.37583784649215E-5
1344,TeamBrewlabs,1.3756376358912587E-5
1345,ILL_Blockchain,1.3752398653093074E-5
1346,AlphaWhale_,1.374317772221008E-5
1347,wizsecurity,1.3739677308222144E-5
1348,DeFiFuture,1.3735263708935485E-5
1349,AquaBitcoinES,1.3733709298815658E-5
1350,CryptoBulltv,1.3717191154862595E-5
1351,Crypto_Twittier,1.3706677091888103E-5
1352,PremiaFinance,1.3682306820303336E-5
1353,BarterDeFi,1.367472975332522E-5
1354,WeSendit,1.3671380675998441E-5
1355,BizBlockchainHQ,1.3666764163130539E-5
1356,todayindefi,1.3666191451510101E-5
1357,apoorveth,1.3663465869592424E-5
1358,SovranBitcoin,1.3653259902471214E-5
1359,ampnetio,1.363919491252699E-5
1360,BitcoinRothbard,1.3638232930040503E-5
1361,BchainCrusader,1.363664398666978E-5
1362,DeFiSoulOG,1.362097919679101E-5
1363,eywanadefi,1.3617478193924173E-5
1364,xBlockchainBabe,1.3617288673502916E-5
1365,fivedollarnft,1.3607662352263824E-5
1366,BitcoinCards_,1.35969236890386E-5
1367,FabrxBlockchain,1.3588511784998101E-5
1368,SoSoValueCrypto,1.358095777339081E-5
1369,allhailoverlord,1.357147300427472E-5
1370,BitcoinMagnates,1.3564793803070748E-5
1371,TheCryptoSquire,1.356042501649131E-5
1372,Chingari_IN,1.3554152724624623E-5
1373,Bitcoin4India,1.3550590784360639E-5
1374,SammWeb3,1.3546300937146498E-5
1375,getcoinmiles,1.3526783079271824E-5
1376,BitcoinNyanCats,1.3511730890407734E-5
1377,StackTalent,1.3481480205585914E-5
1378,yangbikinkangen,1.3466032292221436E-5
1379,bullmanagerbtc,1.344940254245409E-5
1380,BitcoinWalkOrg,1.3445425385992265E-5
1381,pizzalabs_btc,1.3421171538021639E-5
1382,Alex_DeFi_,1.3418957233453431E-5
1383,JGNDeFi,1.3416681713038557E-5
1384,PantiesBitcoin,1.3406801896521055E-5
1385,JackWiserDeFi,1.3405967674475564E-5
1386,shin_web3,1.3405561918016166E-5
1387,EADeFi_,1.340407197606195E-5
1388,bitcoinprophet1,1.3401037113742451E-5
1389,TheAureliya,1.3394931734357708E-5
1390,CryptoBaxter_,1.3393835948818045E-5
1391,DeFiBigDee,1.3388583488433474E-5
1392,speed_LN,1.3387995811300873E-5
1393,BlockchainTA,1.3370574456682065E-5
1394,wlooblockchain,1.3364116427008425E-5
1395,SivoDefi,1.3358176711068141E-5
1396,BitcoinVoter,1.334346674788619E-5
1397,PREDALang,1.3341252807506225E-5
1398,ozgur_altug,1.3339572619735945E-5
1399,BenjiGanar,1.3331341135459135E-5
1400,UnboxingWeb3,1.3327703920068437E-5
1401,CryptoKingKeyur,1.3316598879222095E-5
1402,Bitcoin_Punks_,1.3298062072759122E-5
1403,DeFi_Optimism,1.3296269241746138E-5
1404,Endemic_nft,1.3293538867083582E-5
1405,BitcoinFungi,1.3285543052877124E-5
1406,XRPPanic,1.3285373951634695E-5
1407,BVMnetwork,1.328171490665056E-5
1408,Stanford_JBLP,1.327692694727627E-5
1409,BuildwBitcoin,1.327630941088069E-5
1410,bc_workshop,1.3265347535826175E-5
1411,bitcoinbazar21,1.3263462755084279E-5
1412,DefiMoon_org,1.325075004898716E-5
1413,science_b0,1.32324202425262E-5
1414,wearebcl,1.323092888919031E-5
1415,xGemBitcoin,1.3229188488097448E-5
1416,youranonweb3,1.3220743565051633E-5
1417,get_nimbus,1.321782879658922E-5
1418,craigonbitcoin,1.320804685285648E-5
1419,WONDARFARMER,1.3205843312922252E-5
1420,machine_web3,1.320485281317745E-5
1421,PulseChainConf,1.3194981452211485E-5
1422,KoreanCryptoKOR,1.3193957620458439E-5
1423,BTC_ConsultsWW,1.3193591846028416E-5
1424,Tom__DeFi,1.3184081122342015E-5
1425,david_de_fi,1.3180430822610311E-5
1426,web3canada,1.31723858896116E-5
1427,ArowNFT,1.3165824587269871E-5
1428,Blockchain_Expo,1.3158322366864722E-5
1429,BitcoinAudible,1.3138697269979851E-5
1430,Crypto_Khann,1.313281551010144E-5
1431,42Blockchain_,1.3128487407643773E-5
1432,NFT_NYC,1.311812047054044E-5
1433,DeFiNarv,1.3100947116736103E-5
1434,bysmashtoshi,1.3089301372218344E-5
1435,Voxchain,1.3083169286037047E-5
1436,LarryBitcoin,1.308261845050933E-5
1437,ber_chain,1.3081588589842314E-5
1438,PowderWeb3,1.3075131021346597E-5
1439,DefiGuy101,1.3036425628288851E-5
1440,untanglingweb3,1.3026977469836009E-5
1441,BitcoinAlive,1.3006164953091576E-5
1442,BITCOIN_XIAO,1.3003261111509685E-5
1443,SuhradMakwana,1.3001344330629925E-5
1444,satoshi_chief,1.3001205395793152E-5
1445,DefiSafety,1.299802084319028E-5
1446,defihunter1,1.2994208698142885E-5
1447,hanhduong_x,1.2993696352470411E-5
1448,DeFiTracer,1.2993279167394656E-5
1449,BrainTrustBTC,1.298460353396048E-5
1450,Hiro_Bitcoin,1.2972550922859384E-5
1451,yourcryptodj,1.2965485922270238E-5
1452,bitcoinorghk,1.2964581564408284E-5
1453,TiarCrypto,1.2958018773981612E-5
1454,Rug_Radar,1.2951746085729085E-5
1455,AltcoinWorldcom,1.294935096095642E-5
1456,Bitcoin_CLT,1.292606097991939E-5
1457,Nino_Web3,1.2919130270058176E-5
1458,GBBCouncil,1.291817529566869E-5
1459,Web3_Hustle,1.2909578889928353E-5
1460,BautiDeFi,1.2905366646993063E-5
1461,capturedecrypto,1.2902229874356105E-5
1462,bitcoin_ring,1.2897271315921966E-5
1463,BitcoinCarbon,1.2894536885906791E-5
1464,RhinoBTCapp,1.2887964148834733E-5
1465,CountDeFiTax,1.287663058996285E-5
1466,w3daocom,1.2873919902721209E-5
1467,FatherDeFi,1.2871104905112025E-5
1468,TheWeb3Game,1.2866191080938583E-5
1469,bt_app,1.2863977650187076E-5
1470,DeFi_Ted,1.284643663354853E-5
1471,TheBitcoinNews,1.2842669842536114E-5
1472,BitcoinMtnMan,1.2835824698968055E-5
1473,AmuletProtocol,1.2833070484981281E-5
1474,blockchainers,1.2822348171795152E-5
1475,hiRavenCrypto,1.2819080429811339E-5
1476,EpicDeFiNomad,1.2818395946763786E-5
1477,KanaloaNetwork,1.281825600801101E-5
1478,LoganDeFi,1.281682229125017E-5
1479,ArminVanBitcoin,1.2814566709584993E-5
1480,okto_web3,1.2792348671618222E-5
1481,iceuve,1.2764278044985912E-5
1482,DeFiNodal,1.2739190451915057E-5
1483,Necromind,1.2737176675901992E-5
1484,Pope0x_,1.2735660538965004E-5
1485,BitcoinBoos,1.2734374903984747E-5
1486,BitcoinKE,1.2732530881617532E-5
1487,BTCPepeMatrix,1.2722027970760805E-5
1488,RaritySniperNFT,1.2712829483247207E-5
1489,ministryofdefi,1.2692611591728068E-5
1490,parsiq_net,1.2688398238993341E-5
1491,ProscritoInvest,1.2685069656443055E-5
1492,DeFiMann,1.2656375249044891E-5
1493,pton_blockchain,1.2651381082971424E-5
1494,block_ecologist,1.2637765633494329E-5
1495,ovo__official,1.2614685692344868E-5
1496,BullBuilderWEB3,1.2612453773967184E-5
1497,bitcoinjr69,1.2582225147021887E-5
1498,JovinSKN,1.2576906818673011E-5
1499,BlockchainKenya,1.2573840277186845E-5
1500,DistilledCrypto,1.2570496758577297E-5
1501,RXDFoundation,1.256704022417123E-5
1502,HomiesofWeb3,1.2562159394452773E-5
1503,IHeartRatPoison,1.2561325545601302E-5
1504,BitcoinschoolNL,1.2560702508887668E-5
1505,QueenWorld23574,1.255981230934392E-5
1506,GVRCALLS,1.2551855737253699E-5
1507,CQ_Elzz,1.2551392448801155E-5
1508,pnxgrp,1.255085375904084E-5
1509,munblockchain,1.254327619419982E-5
1510,AntN_RadioWeb3,1.2540280758800418E-5
1511,Web3Niels,1.2534578729737781E-5
1512,airdropdefigems,1.2532229592728226E-5
1513,XBitcoinnetwork,1.2523257959623316E-5
1514,BitcoinExecutor,1.250002709406654E-5
1515,Xcelerator,1.2491927061337678E-5
1516,MinionsINUbsc,1.2483914031640461E-5
1517,RipBullWinkle,1.2468228760310492E-5
1518,imanel01,1.2450162130281981E-5
1519,BITCOINNAN0,1.244819423273325E-5
1520,ReDeFi_World,1.2432670584148493E-5
1521,DeFiDiscussion,1.2428341606012463E-5
1522,YuliyanDeFi,1.2422040366448801E-5
1523,SuperHighDeFi,1.2414530165398689E-5
1524,WuBlockchain,1.2408073346869486E-5
1525,thedefimetro,1.2396629400244767E-5
1526,PuzzlesCrusade,1.2388956240130804E-5
1527,BlockscopeCo,1.2382567888293166E-5
1528,_web3king_,1.2375513736172898E-5
1529,BOSs_NFT__,1.2365846364940568E-5
1530,VoiceOfWeb3_,1.2342619508372088E-5
1531,pritrules,1.2342125461371877E-5
1532,CypheriumChain,1.2335410087571526E-5
1533,Bitcoin_Vietnam,1.2322577790626838E-5
1534,kerobas_nft,1.2320692998092737E-5
1535,ScopeDefi,1.2306657249138718E-5
1536,CardanoDeFiCDA,1.2301949136335151E-5
1537,btcdiaries21,1.229483500115659E-5
1538,heatbit_com,1.2294490304509425E-5
1539,HollyGiveaway,1.2285650641188222E-5
1540,SFBWofficial,1.2282791019667262E-5
1541,DeFi369,1.2268885164644493E-5
1542,Farhan06546356,1.2257556873133394E-5
1543,0xBlockchainSC,1.2256155910118345E-5
1544,CoinGapeMedia,1.2238792024389155E-5
1545,MIXMARVELGAME,1.2236934847974488E-5
1546,chrisjterry,1.2236395833862874E-5
1547,Web3Angels,1.2234269806942689E-5
1548,BitcoinPuntNL,1.222241039601376E-5
1549,System9_,1.220843208131451E-5
1550,PlexusRS,1.2205554624410394E-5
1551,Cryptic_Web3,1.2201355857326771E-5
1552,KaiOnChain,1.2179775601234707E-5
1553,ForbesCrypto,1.2179557740866798E-5
1554,MaxSolana24,1.2173291963272305E-5
1555,Blockchain_CBC,1.2164844316771462E-5
1556,CryptoKonseyi,1.2149831060822617E-5
1557,Mint_Blockchain,1.2138916172057688E-5
1558,BeaconDeFi,1.213885980995409E-5
1559,OpenBitBTC,1.2138492300163769E-5
1560,AlienraidGame1,1.2127599107863474E-5
1561,DeFiDeion,1.21255912416693E-5
1562,kucoincom,1.2121247330046912E-5
1563,FanBe_web3,1.2104516820028054E-5
1564,bitcoinpoet,1.2085656823916124E-5
1565,BitcoinParable,1.2082628785103377E-5
1566,RebirthWeb3,1.2078436313292443E-5
1567,fskp10i,1.2067925233271217E-5
1568,ShivInDeFi,1.2065849131870515E-5
1569,thebbcrypto,1.2065410128412464E-5
1570,VenomWeb_3,1.2050895021059829E-5
1571,1836_eth,1.2044029107667826E-5
1572,bchaininsider,1.204387375650222E-5
1573,DeFiVoyager_X,1.2042175414978257E-5
1574,cryptogems_,1.2040474900339556E-5
1575,GnixCrypto,1.203851025031221E-5
1576,ob_hodl,1.2008180285798186E-5
1577,Coin_Mover,1.2003366757287944E-5
1578,nftgoio,1.2002305903293979E-5
1579,womeninweb3hk,1.1992075104896614E-5
1580,CryptoKing4Ever,1.1984149166064877E-5
1581,humanicebox,1.197016430543522E-5
1582,KryzaToken,1.1955277491215707E-5
1583,DeFiCollective_,1.1950109333596724E-5
1584,kaikaagency,1.19497365346402E-5
1585,michubu_eric,1.194630099880166E-5
1586,WyoStampede,1.194554439726688E-5
1587,defisecretx,1.19375472257232E-5
1588,nftdesignawards,1.191703300164758E-5
1589,LOReBitcoin,1.1912567690185357E-5
1590,Web3Auth,1.1912010210632984E-5
1591,web3smb2,1.190225107323656E-5
1592,ApeCryptos,1.1901880872394693E-5
1593,Bitcoin_dengJi,1.1889254749405276E-5
1594,AbelIonadi,1.18887746804597E-5
1595,seunlanlege,1.188649725658841E-5
1596,Jumptradenft,1.1885547012679551E-5
1597,trueDeFi,1.1884219753775219E-5
1598,ylide_,1.1883017824637868E-5
1599,RyanChow_DeFi,1.1874820125839036E-5
1600,VeraNFTs,1.185936611503278E-5
1601,BlockQuick,1.184887536828895E-5
1602,CoinbitsApp,1.1848654041035986E-5
1603,StormingWeb3,1.1846751464298853E-5
1604,MetaLend_DeFi,1.1834144431531953E-5
1605,HimmeDennis,1.183241291569608E-5
1606,m20blockchain,1.1830250946076192E-5
1607,AIxWeb3,1.1829281901971725E-5
1608,GateWeb3Wallet,1.1827745903170567E-5
1609,AvarkAgency,1.1810379238426389E-5
1610,GALAXY_DeFi_,1.1802510047103389E-5
1611,imloupham,1.1798657680808586E-5
1612,The_BTC_Express,1.1797743712205739E-5
1613,btcArtGallery,1.1794172153461707E-5
1614,8_Bitcoin_Base,1.1793414958781326E-5
1615,BitcoinORama,1.1791893796935442E-5
1616,SugarKingdomNFT,1.1790261608474344E-5
1617,CryptoZykee,1.1784388271333917E-5
1618,juliweb3,1.1779960397373521E-5
1619,PrivatePoolDeFi,1.1772970595650887E-5
1620,AccessTribe,1.1769158238755243E-5
1621,Joshflo9175,1.176785682622171E-5
1622,BTCProductGuy,1.1761535514726179E-5
1623,0xPlasma,1.1754313263929795E-5
1624,BitcoinDevilXYZ,1.1751259482264448E-5
1625,Kerri_BlockExp,1.174922041299552E-5
1626,Sherlockrypto,1.1739663748472098E-5
1627,defireporting,1.1736665948174644E-5
1628,BoilerChain,1.1735133134069597E-5
1629,Dan0Blockchain,1.172770716302348E-5
1630,BchainUNILORIN,1.1727241812351878E-5
1631,AyOoDeFi,1.1723044262148486E-5
1632,web3isajoke,1.1704493787646006E-5
1633,TheBitcoinLayer,1.1703186850710842E-5
1634,Coinbase_NFT,1.1693454549856804E-5
1635,TechnicallyBTC,1.1692063302479856E-5
1636,web3davincis,1.1691636104614963E-5
1637,AlchemyPay,1.1681888358209069E-5
1638,Fael_web3,1.1676995791213601E-5
1639,pumpcoinbets,1.1675876032525324E-5
1640,TransitFinance,1.1674035036104096E-5
1641,defidotoken,1.1657224502417015E-5
1642,cryptocloneapps,1.1653491579542324E-5
1643,MemeCoinLife,1.164802900384064E-5
1644,0xElectricsheep,1.1622067775903496E-5
1645,DirtyCoinDoc,1.1619402592906922E-5
1646,DeFiMomma,1.1616045449580931E-5
1647,areabitcoin,1.1608449973720595E-5
1648,buda_cm,1.1606371876758571E-5
1649,CryptoTaxGirl,1.1600255467530706E-5
1650,Bitcoin_Vegan,1.159859589242143E-5
1651,AlienSwap_NFT,1.1594584618200222E-5
1652,web3_js,1.1592306414519585E-5
1653,DeFiDexTrader,1.1591828028528674E-5
1654,CoinSwitch,1.1579748357076608E-5
1655,Teddy21btc,1.1575511230581675E-5
1656,BlockchainM85,1.1575489860040003E-5
1657,dblockchaindays,1.1568951817780298E-5
1658,ChicoCrypto,1.1561878416780524E-5
1659,asobitcoin,1.1543024643682637E-5
1660,TedWeb3_,1.1513688131465424E-5
1661,Web3husky,1.1485836056582568E-5
1662,XodeNet,1.148101173774433E-5
1663,Cody_DeFi,1.1466814816785543E-5
1664,GorillaCases,1.1465334458813026E-5
1665,BEconomy_HQ,1.1447121984858074E-5
1666,Rook_DeFi,1.144313756182988E-5
1667,DeFi_Wonderland,1.1439115769799028E-5
1668,MetaFighter_NFT,1.1432032069394264E-5
1669,DeFiDingy,1.1430628784158161E-5
1670,WEB3_Star,1.1422978512054973E-5
1671,0xPaladinSec,1.1414444294446038E-5
1672,DreamingDeFi,1.1413990541156448E-5
1673,DeFiMasterCall,1.1408307782080705E-5
1674,Sauce_de_Crypto,1.1402950459726206E-5
1675,cryptosanthoshK,1.139564563450456E-5
1676,BitcoinVeterans,1.136539083039161E-5
1677,NFTNerdsAI,1.136444106794047E-5
1678,LifeDefiCo,1.1362461898070606E-5
1679,dxbontheblock,1.1346708826354685E-5
1680,BlockchainIndo,1.134392334636678E-5
1681,Web3kaka,1.1333192376891076E-5
1682,nft_souffl3,1.1327608843665112E-5
1683,bull_blockchain,1.1318366181084953E-5
1684,HumbleDefi,1.1317463076147478E-5
1685,harmonyprotocol,1.1315443196974028E-5
1686,CoinScanDeFi,1.1313517311438749E-5
1687,BitcoinBoerni,1.1299991591607911E-5
1688,Blckchnbts,1.1297300603737434E-5
1689,NinjaGetRekt,1.1292946987923313E-5
1690,GametaverseDAO,1.1290380027060597E-5
1691,AlgenBlockchain,1.128705914766226E-5
1692,leocyber,1.1281120641326526E-5
1693,bitcoin_artisan,1.1275563655648095E-5
1694,ToBcryptonews,1.125912321227036E-5
1695,dedotfi_news,1.1255471571205789E-5
1696,AusBlock_Com_Au,1.1251670541448135E-5
1697,PhoenixDeFiHub,1.1248887917997064E-5
1698,jaden_web3,1.1244916242411131E-5
1699,NftsLeveragee,1.1243313932643628E-5
1700,benjpromo1,1.120986090017749E-5
1701,banditsbtc,1.1194323076592709E-5
1702,AthenaBitcoin,1.1190223921075185E-5
1703,Bitcoin_Burns,1.1186426784713494E-5
1704,mybtckingdom,1.1180192914333762E-5
1705,Joe_Crypto73,1.1179186169863872E-5
1706,Bitcoinhawling,1.1165257718662577E-5
1707,JustnBlockchain,1.1165211066366764E-5
1708,BitcoinBeachBR,1.1159486801014464E-5
1709,moragarcia75,1.1157108794834795E-5
1710,anon_hodler,1.114876630378026E-5
1711,CryptoAtlas_io,1.1142882765056555E-5
1712,BlockchainLab,1.11350922845907E-5
1713,cookbook_dev,1.1121120713528533E-5
1714,BasedBlockX,1.1118999963530537E-5
1715,theBTCMiningGuy,1.111716883620212E-5
1716,Charchit_WEB3,1.1111932441810793E-5
1717,Rook,1.1107378344290637E-5
1718,bd_web3,1.1092552666232968E-5
1719,Michael_DeFi,1.1091642337731512E-5
1720,vodavdm,1.1080863821122246E-5
1721,Cryptowithadnan,1.107951817310614E-5
1722,BlockchainFabio,1.1079107268462801E-5
1723,DefiTheGame,1.1078230052636566E-5
1724,Defi_Eagle,1.1067121368081822E-5
1725,Reaper_Defi,1.1064384741173883E-5
1726,motodex_game,1.1061372985383288E-5
1727,DeFi_Hanzo,1.1058633513157552E-5
1728,TheDeFiNetwork,1.1055197578788269E-5
1729,BitcoinPrecept,1.1043804360650317E-5
1730,W3Waves,1.1033393490057182E-5
1731,web3citizenxyz,1.1022355838537991E-5
1732,StarkDefi,1.1005393474290387E-5
1733,OwnYourBitcoin,1.0987626372288718E-5
1734,LAMBDA_Protocol,1.0982236004016376E-5
1735,Lunargives,1.0972895671141605E-5
1736,0xDeFiTH,1.0969655152583829E-5
1737,blockchainug,1.09627555392125E-5
1738,BitcoinGarden,1.094488158003215E-5
1739,Wire_Blockchain,1.0940956869349083E-5
1740,chiliicrypto,1.0937854092855851E-5
1741,LifewBitcoin,1.0934686125233774E-5
1742,CryptoMasterCom,1.0922699676512364E-5
1743,SYP_Protocol,1.0892568209059224E-5
1744,web3meetups,1.0887428316070834E-5
1745,FeyDeFi,1.0878316928375206E-5
1746,mattraction_,1.0875957245364482E-5
1747,ClBlockchain,1.0869764558968892E-5
1748,Craddy_Web3,1.0853452974234838E-5
1749,unjumblexyz,1.0845057850883298E-5
1750,GeeqOfficial,1.0831053569443029E-5
1751,AlisaWeb3,1.0828283710592034E-5
1752,DeFi_JUST,1.0823836575581415E-5
1753,Crypto_Potato,1.0807492524323048E-5
1754,standwithcrypto,1.0806753365237411E-5
1755,defiremora,1.0800981331551068E-5
1756,0xlucas1024,1.0799806071714742E-5
1757,blockchainJinfo,1.0794876628127253E-5
1758,BTC_Ordinality,1.078735623145633E-5
1759,Web3Cofounder,1.0781078356949932E-5
1760,webeeu,1.0771229032707458E-5
1761,alp_ortancil,1.0767822234379738E-5
1762,Dantienacademy,1.0763317708427538E-5
1763,BlockchainG21,1.0755760498665488E-5
1764,gleb_crypto,1.0749930480080362E-5
1765,0xmitharvard,1.0749474847097872E-5
1766,BlockchainEazy,1.0743053766123342E-5
1767,liberty_bitcoin,1.071819861701727E-5
1768,defi_explora,1.0714767256372878E-5
1769,DEFI_MEOW,1.0683271973234296E-5
1770,KiwiDefi_,1.0677600403375954E-5
1771,Cryptocom_Exch,1.065826864253318E-5
1772,UNXD_NFT,1.0652445922644529E-5
1773,gateway_web3,1.064419296410021E-5
1774,xrpdomain,1.0640673517024375E-5
1775,abhi_blockchain,1.06355325730212E-5
1776,RepublicCrypto,1.062876044941805E-5
1777,BlockchainCTR,1.0621486204989081E-5
1778,web3gamecon,1.0602433741673384E-5
1779,WallStreetBTC,1.0602104085681625E-5
1780,unbankworld,1.0595175536333654E-5
1781,CoinMarketCap,1.0585163110743936E-5
1782,BitcoinFear,1.0558075363472214E-5
1783,shayandahalf,1.0551594119379329E-5
1784,Web3Saint,1.0550585596311389E-5
1785,apefinfts,1.0536046445141104E-5
1786,Kalijo_Zil,1.0535743313568232E-5
1787,Web3Shards,1.0534106807542851E-5
1788,bitcoin_com_au,1.0497941632834627E-5
1789,TonParty_Web3,1.0493705427443248E-5
1790,fine_web3,1.049294112978441E-5
1791,tbc_munich,1.0492758623088538E-5
1792,BlockchainSeo,1.049120503222476E-5
1793,TheMayaCrypto,1.0476301319541413E-5
1794,BullsPromoter,1.0475170263826505E-5
1795,CryptoJobsList,1.045867922937025E-5
1796,IBSvalidator,1.0456334898797953E-5
1797,CryptoLockAI,1.045150180057434E-5
1798,chainpeak,1.0440470927265012E-5
1799,SEABC2024,1.0431504514186712E-5
1800,StalkersCrypto,1.0429972890702724E-5
1801,GatoBlockchain,1.0412646425499173E-5
1802,HydroBlockchain,1.0410159325747559E-5
1803,Op_Bitcoin,1.040999040145874E-5
1804,ABABlockchain,1.0398403167942004E-5
1805,PartnersNFT,1.0397645549388995E-5
1806,Defi0xJeff,1.0387811454860895E-5
1807,StarcoinSTC,1.0377826229306546E-5
1808,nft_cryptogang,1.037546478486174E-5
1809,DogOfBitcoin,1.0372474598842053E-5
1810,OnrampBitcoin,1.0359756190861905E-5
1811,BITCryptoXchg,1.0353561235527274E-5
1812,CoffyDeFi,1.0350189131656807E-5
1813,btc_overflow,1.034983848321056E-5
1814,niftysats,1.0343568463545161E-5
1815,defi_pulse,1.0336610975840274E-5
1816,BeardPalsNFT,1.0336598189265212E-5
1817,BTCtreasuries,1.0329565825118515E-5
1818,_JC_DeFi,1.0328905907176466E-5
1819,PactusChain,1.0328309182779155E-5
1820,BCBanditsNFT,1.0327491355019134E-5
1821,NFTdotVN,1.0322736000466328E-5
1822,DeFiDerivatives,1.0320758563278256E-5
1823,jia_DeFi,1.031895236961845E-5
1824,TGFCrypto,1.0317440573411881E-5
1825,web3plannet,1.0311848056758373E-5
1826,_smartcontracts,1.0279790839433104E-5
1827,DeFi_Pr0,1.0276358870368822E-5
1828,value_defi,1.0275795141995625E-5
1829,blockchainDK,1.0273587672361224E-5
1830,OzDeFiWizard,1.0250383907948033E-5
1831,boca_blockchain,1.0247552967063452E-5
1832,KarafuruNFT,1.021640524426488E-5
1833,KrystalDeFi,1.0211159626078844E-5
1834,BTCBreakdown,1.0204062444120891E-5
1835,PetitBitcoin,1.0202664130420171E-5
1836,Bit_Arch,1.019545794601572E-5
1837,blockvocates,1.0191325609622353E-5
1838,Synthron_Chain,1.016923251395757E-5
1839,TrippinApeNFT,1.0165793358281782E-5
1840,BiC_Coin_NFT,1.0160027714443981E-5
1841,usethebitcoin,1.0159968522822932E-5
1842,Crypto_Fans_ETH,1.0150717787822038E-5
1843,W3BuilderNews,1.0137795687048132E-5
1844,Web3_Uzonia,1.0129640924696082E-5
1845,annilialw,1.0124000699109578E-5
1846,Web3Games_Daily,1.0115245197644692E-5
1847,Kyrie_DeFi,1.0110844984024528E-5
1848,TURINGBITCOIN,1.0105218669868705E-5
1849,ConftApp,1.0100399498508828E-5
1850,web3sec_news,1.0086623075902015E-5
